label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.4164701998233795,0.8582136631011963,-1.3909334484196734e-06,0.5672687292098999,0.7882224917411804,-0.04825867339968681,0.6505002975463867,0.5997381806373596,-0.044068343937397,0.651342511177063,0.43433472514152527,-0.03771614283323288,0.6302070617675781,0.3297772705554962,-0.016875142231583595,0.5538336038589478,0.4928654730319977,0.010513351298868656,0.5379364490509033,0.37896522879600525,-0.05348624661564827,0.5385864973068237,0.5035204887390137,-0.07562709599733353,0.5425492525100708,0.5584405660629272,-0.077765554189682,0.46386009454727173,0.5040029287338257,0.015158114954829216,0.4503431022167206,0.3995719850063324,-0.06305844336748123,0.4687086343765259,0.5446154475212097,-0.07004576921463013,0.4769318699836731,0.5879516005516052,-0.05064232647418976,0.379483699798584,0.527024507522583,0.004861764144152403,0.3609299063682556,0.4353775978088379,-0.07996010035276413,0.38922226428985596,0.5804606080055237,-0.04961283504962921,0.39946654438972473,0.626746654510498,-0.0031628685537725687,0.29076099395751953,0.5593392252922058,-0.009137777611613274,0.29150471091270447,0.49300071597099304,-0.05784719064831734,0.31308043003082275,0.5960025787353516,-0.03321300446987152,0.31804198026657104,0.6348191499710083,0.0006478081922978163
A,0.42547908425331116,0.8278123736381531,-1.3147306390237645e-06,0.5560252666473389,0.7341611385345459,-0.041572004556655884,0.5932477116584778,0.5401569604873657,-0.035925764590501785,0.5552027225494385,0.3860121965408325,-0.029680922627449036,0.5082153081893921,0.29174351692199707,-0.012000245973467827,0.47351789474487305,0.4605373442173004,0.013397891074419022,0.4334230124950409,0.35207879543304443,-0.049333568662405014,0.458676815032959,0.46395161747932434,-0.07251590490341187,0.4771609902381897,0.5290026664733887,-0.07294958084821701,0.38776856660842896,0.4911257326602936,0.016962958499789238,0.35121312737464905,0.3885195851325989,-0.05548598989844322,0.39708149433135986,0.5206608176231384,-0.06285485625267029,0.4214582145214081,0.5753527283668518,-0.04311509430408478,0.3080408573150635,0.534940779209137,0.006547230761498213,0.26873257756233215,0.44228240847587585,-0.07120262831449509,0.3284328579902649,0.5720785856246948,-0.04359440878033638,0.3559322953224182,0.6263709664344788,0.0007120322552509606,0.22702963650226593,0.591074526309967,-0.006870080716907978,0.21592596173286438,0.5157259106636047,-0.05086971074342728,0.2611057758331299,0.6059949994087219,-0.026872407644987106,0.28003427386283875,0.6493649482727051,0.006234061438590288
A,0.43394041061401367,0.8404891490936279,-9.561533715896076e-07,0.5845697522163391,0.811335027217865,-0.05222924426198006,0.713915228843689,0.6507735252380371,-0.051743075251579285,0.7527382373809814,0.49181923270225525,-0.04671123996376991,0.7655842900276184,0.387773334980011,-0.02713642455637455,0.6371544003486633,0.5251783132553101,-0.002157198963686824,0.6611144542694092,0.4224942922592163,-0.056711360812187195,0.6293691992759705,0.5368929505348206,-0.07420588284730911,0.6148553490638733,0.5725894570350647,-0.07808879762887955,0.5500161647796631,0.5162257552146912,0.0038059523794800043,0.5705779790878296,0.4100911021232605,-0.06457947939634323,0.5548628568649292,0.5529862642288208,-0.06954814493656158,0.547055184841156,0.5864830613136292,-0.053441666066646576,0.4647705852985382,0.5214555859565735,-0.0028438318986445665,0.47756022214889526,0.41819891333580017,-0.07986608892679214,0.47746407985687256,0.5635940432548523,-0.04796220362186432,0.47160694003105164,0.6055198311805725,-0.004902023356407881,0.3712201714515686,0.5315277576446533,-0.013232839293777943,0.3889772891998291,0.47206029295921326,-0.06221620738506317,0.40004274249076843,0.5695364475250244,-0.038466062396764755,0.39669370651245117,0.6007764935493469,-0.006816909648478031
A,0.42475247383117676,0.8599379062652588,-1.1278958709226572e-06,0.5636860728263855,0.7703783512115479,-0.036798834800720215,0.6341269016265869,0.6040660738945007,-0.033227335661649704,0.6274819374084473,0.4622243642807007,-0.03105291537940502,0.6069442629814148,0.36397480964660645,-0.017288535833358765,0.5312475562095642,0.5157539248466492,0.021120330318808556,0.5283175706863403,0.40876948833465576,-0.036391597241163254,0.5325881838798523,0.5189924240112305,-0.05815792456269264,0.5309982299804688,0.5717938542366028,-0.06101158633828163,0.4521844685077667,0.5275928378105164,0.019825024530291557,0.4513839781284332,0.4223676919937134,-0.05086353048682213,0.4687245488166809,0.5547598004341125,-0.06123468652367592,0.4698130488395691,0.602729320526123,-0.04604541137814522,0.37414252758026123,0.5519018769264221,0.005636781919747591,0.36784887313842773,0.45278221368789673,-0.07302184402942657,0.3960230350494385,0.5867741703987122,-0.047879092395305634,0.40052294731140137,0.638462483882904,-0.005858848337084055,0.2908490002155304,0.5887245535850525,-0.010995646007359028,0.3024904131889343,0.515356719493866,-0.057686883956193924,0.3279784619808197,0.6056121587753296,-0.03415493294596672,0.32872825860977173,0.6479001641273499,-0.0013194867642596364
A,0.4355488121509552,0.8327814340591431,-1.3240194220998092e-06,0.578793466091156,0.7439987659454346,-0.04411236196756363,0.6475641131401062,0.5445911288261414,-0.03969981148838997,0.63523268699646,0.3792351186275482,-0.034998245537281036,0.619871973991394,0.2703961133956909,-0.014940415509045124,0.5402231216430664,0.4348905086517334,0.01027003489434719,0.5360171794891357,0.3224443793296814,-0.05044311285018921,0.5430424213409424,0.4562488794326782,-0.0675228014588356,0.5389589667320251,0.5005894899368286,-0.06873036175966263,0.45038270950317383,0.45250648260116577,0.009756251238286495,0.4464910328388214,0.3478233218193054,-0.06639324873685837,0.47194820642471313,0.5028398633003235,-0.06984648108482361,0.46871522068977356,0.534658670425415,-0.05083249881863594,0.3646079897880554,0.484978049993515,-0.004581386223435402,0.355704665184021,0.38247108459472656,-0.09148110449314117,0.39267852902412415,0.5353416204452515,-0.05531780421733856,0.3915104269981384,0.5760275721549988,-0.006534295156598091,0.2713125944137573,0.5264407396316528,-0.02182108536362648,0.28592240810394287,0.45184728503227234,-0.07101693004369736,0.31935346126556396,0.5543856620788574,-0.0392121896147728,0.3154352605342865,0.5911723971366882,-0.0011524488218128681
A,0.40898460149765015,0.7979480028152466,-1.277659180232149e-06,0.5520813465118408,0.7485089302062988,-0.046841513365507126,0.6316900849342346,0.5456078052520752,-0.04348555579781532,0.6308308839797974,0.374406099319458,-0.03402562066912651,0.6551626324653625,0.28092509508132935,-0.009863905608654022,0.5362194180488586,0.45378053188323975,-0.00929251965135336,0.528306245803833,0.34379398822784424,-0.06281501054763794,0.5254038572311401,0.46917831897735596,-0.07524774968624115,0.5247223973274231,0.512087345123291,-0.07592828571796417,0.4433714747428894,0.4714771509170532,-0.002336551435291767,0.43492481112480164,0.35848814249038696,-0.0732756033539772,0.45385101437568665,0.5061569213867188,-0.07295545190572739,0.45731520652770996,0.5475818514823914,-0.05162438377737999,0.36064663529396057,0.49928414821624756,-0.007112828083336353,0.34469592571258545,0.4001145660877228,-0.08035095036029816,0.3806382417678833,0.5398516058921814,-0.043333668261766434,0.38586267828941345,0.5813157558441162,0.001786074019037187,0.2717679738998413,0.5284149050712585,-0.015059408731758595,0.2734408974647522,0.46883058547973633,-0.05725559964776039,0.30489373207092285,0.5655980706214905,-0.031091077253222466,0.3081650733947754,0.5930145978927612,-0.000279249157756567
A,0.5118443965911865,0.8535981178283691,-1.1115354254798149e-06,0.6635653972625732,0.7823822498321533,-0.039806246757507324,0.7472797632217407,0.609631359577179,-0.03667156398296356,0.7393587827682495,0.45140543580055237,-0.03225022181868553,0.7462829351425171,0.3480137586593628,-0.013821418397128582,0.6407743692398071,0.4992273449897766,0.00022012511908542365,0.6563123464584351,0.39276984333992004,-0.05170924589037895,0.658523440361023,0.5149460434913635,-0.05920332670211792,0.6426211595535278,0.5601566433906555,-0.05434303730726242,0.5539329648017883,0.5131896734237671,-0.0007875196170061827,0.5724338293075562,0.40885215997695923,-0.06692793220281601,0.5897412300109863,0.5602655410766602,-0.06697102636098862,0.5738162398338318,0.5947116017341614,-0.048439446836709976,0.4694785475730896,0.5415429472923279,-0.013235005550086498,0.48777681589126587,0.4450508654117584,-0.09453088045120239,0.5152051448822021,0.5910184979438782,-0.06416583806276321,0.5009209513664246,0.627996563911438,-0.021046491339802742,0.37598031759262085,0.5780115127563477,-0.02697167545557022,0.41237497329711914,0.5048202872276306,-0.07544562965631485,0.4405875504016876,0.5978436470031738,-0.04822564125061035,0.4242507815361023,0.6293714642524719,-0.014931673184037209
A,0.6420055627822876,0.879481852054596,-9.23973971111991e-07,0.791947603225708,0.833991289138794,-0.045850928872823715,0.8886132836341858,0.6644126176834106,-0.0438557006418705,0.8919945955276489,0.5041035413742065,-0.03835057467222214,0.9021292924880981,0.40307900309562683,-0.01944047212600708,0.7975062727928162,0.5475946068763733,-0.00452260859310627,0.8158681988716125,0.4442366361618042,-0.0542236752808094,0.8065231442451477,0.5615421533584595,-0.06485302001237869,0.7910237312316895,0.607244610786438,-0.0634380578994751,0.7094386219978333,0.5523954033851624,-0.0013078672345727682,0.7274706959724426,0.449567586183548,-0.061703722923994064,0.7351126074790955,0.5954652428627014,-0.06342261284589767,0.7221468091011047,0.6325922012329102,-0.047864366322755814,0.6240662336349487,0.5710884928703308,-0.009450837038457394,0.6408775448799133,0.47348088026046753,-0.08284642547369003,0.6603496670722961,0.6164942979812622,-0.052923783659935,0.648323655128479,0.6570212244987488,-0.012730894610285759,0.5306006073951721,0.5978619456291199,-0.020013948902487755,0.5627317428588867,0.528459906578064,-0.06663838028907776,0.5829401016235352,0.6213889122009277,-0.04195983707904816,0.5681919455528259,0.6534070372581482,-0.01129488181322813
A,0.3754556179046631,0.8913530111312866,-1.2925130477015045e-06,0.5195271372795105,0.7821200489997864,-0.0473654679954052,0.5850701928138733,0.5969293117523193,-0.04751191288232803,0.572726309299469,0.43922749161720276,-0.04792473092675209,0.5624050498008728,0.33085522055625916,-0.0335649736225605,0.47036945819854736,0.5069373250007629,0.020870080217719078,0.4683448076248169,0.39213767647743225,-0.04136902093887329,0.4803084135055542,0.5229594707489014,-0.061462655663490295,0.4770493805408478,0.5736624598503113,-0.06362391263246536,0.3829752802848816,0.5248157978057861,0.02238042652606964,0.3838936686515808,0.41925048828125,-0.054900627583265305,0.41211000084877014,0.5678709745407104,-0.0639873743057251,0.4082477390766144,0.6039215922355652,-0.047338083386421204,0.29855912923812866,0.5566635131835938,0.008641493506729603,0.2925901710987091,0.46130773425102234,-0.07849330455064774,0.33152806758880615,0.6043949723243713,-0.05061345919966698,0.32905399799346924,0.6440325379371643,-0.005612362176179886,0.20682784914970398,0.5997762680053711,-0.008044501766562462,0.21944214403629303,0.5238332152366638,-0.05631726235151291,0.2532479763031006,0.6204360723495483,-0.02875981107354164,0.24692979454994202,0.6580690741539001,0.007045799866318703
A,0.42131757736206055,0.8686789274215698,-1.2479933957365574e-06,0.5894898176193237,0.7959251403808594,-0.04232800379395485,0.6883049607276917,0.6237865686416626,-0.03871467337012291,0.6921921968460083,0.46081164479255676,-0.03538314625620842,0.7016606330871582,0.3505151867866516,-0.018092872574925423,0.5865418910980225,0.502357006072998,0.01424508634954691,0.6075049638748169,0.39297324419021606,-0.04480920359492302,0.6022006273269653,0.518333375453949,-0.05975963920354843,0.5847706198692322,0.56787109375,-0.058307867497205734,0.49880316853523254,0.5105555653572083,0.013027285225689411,0.5206383466720581,0.40254881978034973,-0.06228199973702431,0.5263931751251221,0.5570986270904541,-0.06858710199594498,0.5079847574234009,0.5987887978553772,-0.0508044995367527,0.4114328622817993,0.5308018326759338,-0.0015662477817386389,0.4303247332572937,0.42874467372894287,-0.09391171485185623,0.44613006711006165,0.5865758657455444,-0.06514687091112137,0.4307350516319275,0.6340692639350891,-0.018292447552084923,0.31122902035713196,0.5618972182273865,-0.017638977617025375,0.34881478548049927,0.4863450229167938,-0.07574750483036041,0.36962902545928955,0.5903405547142029,-0.04953940212726593,0.3528105616569519,0.6296570301055908,-0.012887080200016499
